RBnumber,sequence_num,recovered_date,recovered_district,recovered_address,recovered_halfadd,recovered_room,recovered_city,recovered_state,recovered_zip,year,color,make,model,bodytype,licensenum,licensestate,licenseyear,VIN,approximate_value,stolen?,questionable_stolen?,steering_lock?,doors_locked?,ignition_locked?,key_in_vehicle?
Z41331,1,10/26/2011 12:00 AM,091,UNKNOWN ST,,,,,,04,MAR,FORD,TK,PU,084XLI,IA,11,1FTPX14574NC01991,16000,N,N,N,N,N,N
Z41441,1,10/24/2011 12:00 AM,081,10903 M ST,,,OMAHA,NE,68137,01,BLK,MERC,,4DR,SRX751,NE,11,WDBJF82JX1X051066,4000,Y,N,N,N,N,N
Z41474,1,10/24/2011 12:00 AM,014,2635 N 102 CT,,,OMAHA,NE,,90,WHI,CHEV,,PK,RHQ226,NE,10,2GCHK39N7L1263477,,N,N,N,N,N,N
Z41488,1,10/25/2011 12:00 AM,079,8405 OHERN ST,,,OMAHA,NE,68127,10,SIL,DODG,CAL,4DR,916XTI,IA,00,1B3CB4HA5AD662146,15000,N,N,N,N,N,N
Z41509,1,10/24/2011 12:00 AM,024,7818 RAVEN OAKS DR,,,OMAHA,NE,68152,96,BLK,,,TL,XJN319,NE,12,4APKB2522W1000024,,Y,N,N,N,N,N
Z41530,1,11/11/2011 12:00 AM,045,4021 CUMING ST,,,OMAHA,NE,68131,04,WHI,CHEV,,UT,,,00,1GNDT13S542153650,10000,Y,N,N,N,N,N
Z41558,1,,000,,,,,,,94,RED,FORD,,PK,RVT891,NE,12,1FTHX25G7RKA76672,500,Y,N,N,N,N,N
Z41631,1,10/26/2011 12:00 AM,083,12824 DEAUVILLE DR,,,OMAHA,NE,68137,99,GRY,PONT,GTP,4DR,SRM566,NE,11,1G2WR5211XF318143,,N,N,N,N,N,N
Z41653,1,,000,,,,,,,96,GRN,MAZD,,4DR,5A3695,NE,12,1YVGE22C7T5584675,2400,N,N,N,N,N,N
Z41694,1,,000,,,,,,,10,BLK,TRIU,,MC,RKP878,NE,12,SMTB01TL9AJ431972,9000,Y,N,N,N,N,N
Z41702,1,10/25/2011 12:00 AM,012,2211 S 8 ST,,,OMAHA,NE,68108,91,RED,HOND,CIV,2DR,PUU570,NE,11,1B7KM26C8M5360766,,Y,N,N,N,N,N
Z41712,1,10/24/2011 12:00 AM,075,2122 S 69 ST,,,OMAHA,NE,68106,94,MAR,PONT,,4DR,RWW054,NE,12,1G2WJ52M6RF338800,,Y,N,N,N,N,N
Z41756,1,10/25/2011 12:00 AM,021,3315 N 55 ST,,,OMAHA,NE,68104,04,WHI,CHRY,SEB,4D,RWV256,NE,12,1C3AL66R74N283952,,Y,N,N,N,N,N
Z41766,1,,000,,,,,,,94,BLU,CHEV,VER,PK,,,00,2GCEC19K1R1137280,2000,N,N,N,N,N,N
Z41780,1,10/25/2011 12:00 AM,036,STORZ/FLORENCE BD,,,,,,08,RED,HOND,,MC,RKS622,NE,11,JH2SC590X8M004598,,Y,N,N,N,N,N
Z41829,1,,000,,,,,,,99,GLD,JEEP,,SUV,29BP50,NE,11,1J4GW68N1XC581589,,N,N,N,N,N,N
Z41839,1,12/05/2011 12:00 AM,075,6100 FREDERICK ST,,,OMAHA,NE,68106,00,BLU,DODG,,UT,4RAMS,NE,11,1B4HS28NGYF182625,,Y,N,N,N,N,N
Z42007,1,,000,,,,,,,93,RED,CHEV,TK,PK,PKH073,NE,12,1GCEK19K3P1243410,1500,Y,N,N,N,N,N
Z42013,1,10/28/2011 12:00 AM,091,5811 S 42 ST,,,OMAHA,NE,68107,88,SIL,PONT,BON,4DR,,,00,1G2HX54C5JW274569,,Y,N,N,N,N,N
Z42035,1,,000,,,,,,,12,GRN,,,,RKX912,NE,12,RFVPAC903C1000059,3299,Y,N,N,N,N,N
Z40604,1,,000,,,,,,,00,WHI,LINC,CON,4D,,,00,1LNHM87A8YY889997,2500,N,N,N,N,N,Y
Z40605,1,11/02/2011 12:00 AM,072,5033 A ST,,,OMAHA,NE,68106,06,SIL,TOYT,,PK,,,00,5TELU42N76Z186260,17000,Y,N,N,N,N,Y
Z40632,1,10/20/2011 12:00 AM,013,11111 MANDERSON PA,,,OMAHA,NE,,00,BLK,,,PU,SSH669,NE,11,1GGCS1448Y8700189,,Y,N,N,N,N,Y
Z42038,1,10/26/2011 12:00 AM,061,1944 S 15 ST,5,,OMAHA,NE,68108,00,SIL,CHEV,CAV,2D,198YCA,IA,11,1G1JF12T7Y7319309,,N,N,N,N,N,N
Z42044,1,10/28/2011 12:00 AM,068,3100 UPLAND PW,,,OMAHA,NE,68107,94,BLU,BUIC,SEN,4D,SFW832,NE,12,364AH55M9RS609904,2500,Y,N,N,N,N,N
Z42047,1,11/09/2011 12:00 AM,095,17150 GALE AV,,,OMAHA,NE,,08,BLK,BMW,,4D,,,00,WBANW53558CT63169,43000,Y,N,N,N,N,N
Z42052,1,10/26/2011 12:00 AM,037,5002 FLORENCE BD,,,OMAHA,NE,68110,99,RED,DODG,TK,PK,,,00,3B7HF12Y2X61165911,,Y,N,N,N,N,N
Z42120,1,10/27/2011 12:00 AM,056,1334 S 30 AV,,,OMAHA,NE,68105,04,WHI,CHEV,IMP,4D,RZS285,NE,12,2G1WF52E149336212,3000,N,N,N,N,N,N
Z42170,1,,000,,,,,,,99,RED,HOND,CIV,2C,SAR348,NE,12,1HGEJ6227XL038825,,N,N,N,N,N,N
Z42253,1,10/27/2011 12:00 AM,036,5404 ABBOTT DR,,,OMAHA,NE,68110,10,SIL,NISS,ALT,4D,X650172,IL,12,1N4AL2AP1AN436644,,N,N,N,N,N,N
Z42260,1,10/27/2011 12:00 AM,095,2011 B AV,,,COUNCIL BLUFFS,IA,51501,97,GRN,DODG,TK,PK,SIR396,NE,11,3B7HC13Y2VG803882,2795,Y,N,N,N,N,N
Z42262,1,,000,,,,,,,90,BLK,TRLR,,TL,XJH309,NE,11,NONE,,Y,N,N,N,N,N
Z42277,1,11/12/2011 12:00 AM,095,925 E MILITARY ST,,,FREMONT,NE,,89,WHI,CHEV,TK,PK,009PHL,IA,11,1GCGC24K9KE167184,1500,Y,N,N,N,N,N
Z42279,1,10/27/2011 12:00 AM,063,3700 MARTHA ST,,,OMAHA,NE,68105,93,RED,FORD,,PU,INTRANST,,00,1FTEX15NJPKB31179,750,Y,N,N,N,N,N
Z42298,1,,000,,,,,,,96,SIL,HOND,ACC,4D,RWL044,NE,12,1HGCD5659TA277070,,Y,N,N,N,N,N
Z42308,1,,000,,,,,,,10,RED,DODG,RAM,PK,58113,NE,12,3D73Y4CLXAG166760,23000,Y,N,N,N,N,N
Z42309,1,,000,,,,,,,11,RED,,,TL,58X1345,NE,12,533EX2223BC205645,,Y,N,N,N,N,N
Z42485,1,,000,,,,,,,02,SIL,FORD,TAU,4D,PLF995,NE,12,1FAFP55U5U520176251,3500,N,N,N,N,N,N
Z42495,1,,000,,,,,,,00,GRN,NISS,TK,VN,RDW829,NE,11,4N2XN11T7YD842396,5000,Y,N,N,N,N,N
Z42512,1,10/28/2011 12:00 AM,068,RAILROAD/HARRISON ST,,,,,,01,YEL,,,BU,RLI634,NE,12,1HVBRABN31A933751,35000,Y,N,N,N,N,Y
Z42520,1,11/19/2011 12:00 AM,095,UNKNOWN ST,,,COUNCIL BLUFF,IA,,05,GRY,DODG,,PK,SFA905,NE,12,1D7HW48N45S139042,,Y,N,N,N,N,N
Z42526,1,10/31/2011 12:00 AM,068,3100 MADISON ST,,,OMAHA,NE,68107,91,RED,BUIC,LES,4D,SEA459,NE,12,1G4HP54C8MH480632,,Y,N,N,N,N,N
Z42533,1,10/28/2011 12:00 AM,072,4600 I ST,,,OMAHA,NE,68117,00,GRY,,,TL,U050607,SD,11,4J6UF1828YB026166,,Y,N,N,N,N,N
Z42544,1,11/11/2011 12:00 AM,095,3201 S 7 ST,,,COUNCIL BLUFFS,IA,,97,BLK,DODG,TK,PK,SFG332,NE,12,1B7HF16Z7VS143732,6000,Y,N,N,N,N,N
Z42545,1,,000,,,,,,,87,RED,CHEV,TK,PK,PXD097,NE,11,1GCER14K6HJ103488,,Y,N,N,N,N,N
Z40701,1,10/21/2011 12:00 AM,095,3705 N 101 ST,,,OMAHA,NE,68134,00,TAN,FORD,RAN,PK,RE7271,MS,11,1FTZR1SV6YTA44215,2000,Y,N,N,N,N,N
Z40712,1,,000,,,,,,,02,GRN,ISU,,UT,SDP572,NE,11,4S2DM58W424330316,,Y,N,N,N,N,N
Z40713,1,10/21/2011 12:00 AM,059,1932 VINTON ST,,,OMAHA,NE,68108,07,RED,CHEV,COB,2D,,,00,1G1AM15B977148361,,Y,N,N,N,N,N
Z40714,1,10/22/2011 12:00 AM,015,8305 RAINWOOD RD,,,OMAHA,NE,68122,97,GRN,DODG,TK,PK,SVH943,NE,12,1B7HC16Y8VJ558452,5300,Y,N,N,N,N,N
Z40715,1,,000,,,,,,,03,RED,,MAX,MP,,,00,LL8MA1T263T163565,500,Y,N,N,N,N,N
Z40718,1,10/23/2011 12:00 AM,091,820 6TH AV,,,CO BLUFFS,IA,,00,BLK,DODG,,PK,581030,NE,12,1B7GL2AX7YS658184,3500,Y,N,N,N,N,N
Z40740,1,,000,,,,,,,01,BLK,JEEP,,SUV,880SLK,IA,12,1J4GL38K96W258045,,N,N,N,N,N,N
Z42576,1,,000,,,,,,,04,WHI,DODG,STR,4D,PNI622,NE,11,1B3EL36X04N325065,,N,N,N,N,N,N
Z42612,1,,000,,,,,,,01,TAN,HOND,ACC,4DR,,,00,1HGCG22541A017538,1800,Y,N,N,N,N,Y
Z40765,1,10/26/2011 12:00 AM,095,1222 N 31 ST,,,COUNCIL BLUFFS,IA,51503,99,YEL,HOND,,MC,RKT295,NE,12,JH2SC330XXM301558,4000,Y,N,N,N,N,N
Z40780,1,,000,,,,,,,81,BRO,CHEV,CAP,4D,SFS738,NE,12,1G1AN69H0BJ164470,1000,Y,N,N,N,N,N
Z42628,1,11/22/2011 12:00 AM,043,4300 PARKER ST,,,OMAHA,NE,68111,98,BLK,FORD,EXP,UT,SME902,NE,12,1FMRU18W9WLA88205,3900,Y,N,N,N,N,N
Z42630,1,11/03/2011 12:00 AM,023,4619 N 56 ST,,,OMAHA,NE,68104,95,BLU,OLDS,,4DR,RZW313,NE,11,1G3AJ55M8S6335095,3000,Y,N,N,N,N,N
Z42670,1,10/30/2011 12:00 AM,023,4504 N 65 ST,,,OMAHA,NE,68104,88,MAR,BUIC,PAR,4DR,RPU800,NE,11,1G4CW51C6J1623213,1100,Y,N,N,N,N,N
Z42720,1,11/20/2011 12:00 AM,075,3717 S 68 CT,,,OMAHA,NE,68106,00,GRN,MITS,MON,UTL,SMX845,NE,11,JA4MT31H3YP002806,,Y,N,N,N,N,N
Z42735,1,10/29/2011 12:00 AM,038,2604 N 25 ST,,,OMAHA,NE,68111,05,GLD,BUIC,LES,4DR,820WIL,IA,11,1G4HP52K15U275754,10000,N,N,N,N,N,N
Z42777,1,11/13/2011 12:00 AM,035,2707 CROWN POINT AV,,,OMAHA,NE,68111,04,WHI,CHEV,IMP,4DR,RVP374,NE,12,2G1WH52K249155541,,Y,N,N,N,N,Y
Z42785,1,10/28/2011 12:00 AM,083,4830 S 137 ST,,,OMAHA,NE,68137,02,RED,DODG,NEO,4DR,RTH598,NE,11,1B3ES26C52D615573,4000,Y,N,N,N,N,N
Z42790,1,11/03/2011 12:00 AM,048,1025 CLARK ST,,,OMAHA,NE,68110,93,WHI,FORD,CON,VN,,,00,1FTEE14NXPHB60773,1200,Y,N,N,N,N,N
Z42806,1,11/17/2011 12:00 AM,071,5906 WEIR ST,,,OMAHA,NE,68117,10,SIL,CHEV,MAL,4D,SRC905,NE,12,1G1ZA5E0XAF117490,20000,Y,N,N,N,N,Y
Z42831,1,11/30/2011 12:00 AM,063,4200 GROVER ST,,,OMAHA,NE,68105,93,GRN,JEEP,HER,UT,RWB852,NE,12,1J4FJ78S1PL614600,,Y,N,N,N,N,N
Z42914,1,12/01/2011 12:00 AM,067,2600 POLK ST,,,OMAHA,NE,68107,94,RED,BUIC,,4DR,RHY227,NE,11,1G4AG55M7R6481198,,Y,N,N,N,N,N
Z40795,1,10/24/2011 12:00 AM,044,3404 PARKER ST,,,OMAHA,NE,68111,96,BRO,GMC,TK,LL,RTJ250,NE,12,3GKFK16R9TG518211,3000,N,N,N,N,N,N
Z40827,1,10/26/2011 12:00 AM,095,UNK ST,,,FULLERTON,NE,,01,WHI,CHEV,G35,VN,RLK006,NE,11,1GAZG1FG5B1172530,20000,Y,N,N,N,N,Y
Z40836,1,10/21/2011 12:00 AM,051,1700 ST MARYS AV,,,OMAHA,NE,68102,06,SIL,CHRY,,VN,SDG728,NE,12,1A4GP45R56B572164,,Y,N,N,N,N,N
Z43059,1,10/30/2011 12:00 AM,068,6002 S 38 ST,,,OMAHA,NE,68107,03,WHI,GMC,TK,PK,,,00,1GTGK13U43F100357,,N,N,N,N,N,N
Z43062,1,,000,,,,,,,99,BLU/SIL,CHEV,,PK,,,00,1GCEK19T1XE161893,8000,Y,N,N,N,N,N
Z43089,1,10/30/2011 12:00 AM,089,15256 BLACKWELL ST,,,OMAHA,NE,,07,WHI,FORD,,4DR,RWL888,NE,12,1FAHP24137G153539,,Y,N,N,N,N,N
Z43104,1,11/10/2011 12:00 AM,095,2809 4 AV,,,COUNCIL BLUFFS,IA,,89,SIL,CHEV,,PK,RVN140,NE,12,1GCDK14KXKZ145834,,Y,N,N,Y,N,N
Z43141,1,,000,,,,,,,03,RED,,FRS,4W,SGF562,NE,12,SALNM222X3A236120,,N,N,N,N,N,N
Z43173,1,10/30/2011 12:00 AM,028,2706 N 49 ST,,,OMAHA,NE,68104,02,GRN,CHEV,IMP,4D,RXA494,NE,12,2G1WF55E52914713,5800,Y,N,N,N,N,N
Z43179,1,11/08/2011 12:00 AM,063,3600 VINTON ST,,,OMAHA,NE,68105,01,BLK,OLDS,,2D,RWV043,NE,12,1G3NL12EX1C170555,2000,Y,N,N,N,N,N
Z43194,1,,000,,,,,,,91,RED,CHEV,,PK,RZM836,WI,12,2GCGK29NXM1207282,3500,N,N,N,N,N,N
Z43195,1,10/31/2011 12:00 AM,038,1100 LOCUST ST,,,OMAHA,NE,68110,77,BLU,CHEV,CAP,4D,SMG980,NE,12,1N69L7S171605,1500,Y,N,N,N,N,N
Z43204,1,10/31/2011 12:00 AM,036,1400 BROWNE ST,,,OMAHA,NE,68110,00,BLK,DODG,TK,LL,SJD530,NE,12,1B4HS28N3YF146701,5000,N,N,N,N,N,N
Z43207,1,,000,,,,,,,09,BLK,NISS,,4D,RTP124,NE,12,JN8AZ28R19T129194,,N,N,N,N,N,N
Z43212,1,11/04/2011 12:00 AM,073,4811 PACIFIC ST,,,OMAHA,NE,68106,89,WHI,OLDS,CUT,,SGJ432,NE,12,2G3AM51R5K2396995,1500,Y,N,N,N,N,N
Z43236,1,11/03/2011 12:00 AM,095,UNK ST,,,LAVISTA,NE,,93,BLU/SIL,CHEV,TK,PK,601RBQ,IA,12,1GCEC14K4PZ103006,2000,Y,N,N,N,N,N
Z43237,1,,000,,,,,,,01,GRY,FORD,CUS,4D,7269,NE,12,1FAFP33P31W214761,1500,Y,N,N,N,N,N
Z43304,1,,000,,,,,,,97,SIL,CHEV,VEN,VAN,,,00,1GNDX06E2VD250069,300,Y,N,N,N,N,N
Z43329,1,11/08/2011 12:00 AM,055,128 S 38 ST,,,OMAHA,NE,68131,04,SIL,PONT,GRA,4D,SJD624,NE,12,1G2NF52E14M517563,,Y,N,N,N,N,N
Z43341,1,,000,,,,,,,94,WHI,DODG,RAM,VN,184HRE,IA,11,2B6HB21Y3RK165070,,Y,N,N,N,N,N
Z43355,1,,000,,,,,,,04,WHI,,,TL,5X5689,NE,11,4J6TC20204B055821,,Y,N,N,N,N,N
Z43439,1,,000,,,,,,,01,BLU,DODG,,TRK,SGZ558,NE,12,LN2UT1110AZ200864,,N,N,N,N,N,N
Z43451,1,12/09/2011 12:00 AM,091,900 7 AV,,,COUNCIL BLUFFS,IA,,92,BLK,CHEV,,SUV,RPT123,NE,11,,,Y,N,N,N,N,N
Z40991,1,,000,,,,,,,08,BLK,,,DUMP,0800766,KY,00,40LUB12287P141751,,Y,N,N,N,N,N
Z43497,1,11/01/2011 12:00 AM,024,2501 HAMILTON ST,,,OMAHA,NE,68131,07,WHI,,,BOX,BT38925,WI,11,,,Y,N,N,N,N,N
Z43534,1,,000,,,,,,,99,BLK,HOND,CIV,2DR,,,00,1HGEJ8242XL072099,4995,Y,N,N,N,N,N
Z43535,1,11/01/2011 12:00 AM,036,4732 N 14 AV,,,OMAHA,NE,68110,09,BLK,,,TRAILER,XJB164,,00,,,Y,N,N,N,N,N
Z43539,1,11/11/2011 12:00 AM,061,1730 S 11 ST,,,OMAHA,NE,68108,05,GRY,DODG,RAM,PK,SPR265,NE,12,1D7HU16N35J566130,15000,Y,N,N,N,N,N
Z41026,1,,000,,,,,,,92,BLU,BUIC,LES,4D,SKC612,NE,12,1G4HP53L3NH512339,,N,N,N,N,N,N
Z41040,1,10/26/2011 12:00 AM,072,5110 GROVER ST,,,OMAHA,NE,68106,06,RED,JEEP,TK,LL,RAY071,NE,11,1J4GR48K76C194674,2500,Y,N,N,N,N,N
Z41054,1,10/22/2011 12:00 AM,075,6300 GROVER ST,,,OMAHA,NE,68106,01,WHI,VOLK,JET,4D,RVL561,NE,11,3VWTG69M61M085763,5000,Y,N,N,N,N,N
Z43550,1,,000,,,,,,,98,RED,CHEV,LUM,4DR,SNE160,,00,2G1WL52M0W9106731,,N,N,N,N,N,Y
Z43561,1,11/02/2011 12:00 AM,026,4200 REDMAN AV,,,OMAHA,NE,68111,95,RED,CHEV,TK,PK,RZG933,NE,12,2GCEC19K2S1154661,,Y,N,N,N,N,N
Z43595,1,11/04/2011 12:00 AM,057,2500 HICKORY ST,,,OMAHA,NE,68105,03,BLU,FORD,TK,PU,311088,NE,11,1FTSX31P83E089544,20000,Y,N,N,N,N,Y
Z43772,1,11/03/2011 12:00 AM,036,1300 ELLISON AV,,,OMAHA,NE,68110,01,BRO,BUIC,LAS,4D,SIW507,NE,11,1G4HP54K41U151405,8000,Y,N,N,N,N,Y
Z43785,1,12/14/2011 12:00 AM,023,6400 GRAND AV,,,OMAHA,NE,,95,BLU,OLDS,,4D,RWZ420,NE,11,1G3AJS545S6426759,1000,Y,N,N,N,N,N
Z43791,1,,000,,,,,,,96,BLK,HOND,CIV,4D,SDZ027,NE,12,1HGEJ8643TL008013,4000,N,N,N,N,N,N
Z43826,1,,000,,,,,,,08,WHI,,,TL,XJF840,NE,12,4YMCL20278M001178,4000,Y,N,N,N,N,N
Z43838,1,11/02/2011 12:00 AM,065,1300 DEER PARK RD,,,OMAHA,NE,,98,SIL,PLYM,BRE,4DR,779YJF,IA,12,1P3EJ46C9WN227453,,N,N,N,N,N,N
Z43856,1,11/02/2011 12:00 AM,036,1416 JAYNES ST,,,OMAHA,NE,68110,02,GRY,MITS,GAL,4D,,,00,4A3AA46G02E113852,3000,Y,N,N,N,N,Y
Z43962,1,,000,,,,,,,54,RED,GMC,,TK,12083,NE,00,E248203245,10000,Y,N,N,N,N,N
Z44016,1,11/03/2011 12:00 AM,058,1752 S 17 ST,,,OMAHA,NE,68108,03,BLU,MITS,LAN,4DR,SGI577,NE,12,JA3AJ26E73U074205,4000,Y,N,N,N,N,N
Z44018,1,11/03/2011 12:00 AM,061,1730 S 11 ST,,,OMAHA,NE,68108,98,MAR,CHEV,,SUV,623WIL,IA,12,1GNCS13W9W2111616,5000,Y,N,N,N,N,Y
Z44060,1,,000,,,,,,,06,GRY,HOND,,4D,SMW007,NE,12,1HGCM66556A069133,25000,Y,N,N,N,N,Y
Z44107,1,11/03/2011 12:00 AM,066,2400 Q ST,,,OMAHA,NE,68107,02,WHI,DODG,RAM,PK,54694,NE,12,3B7MF33682M274578,,N,N,N,N,N,N
Z44112,1,11/03/2011 12:00 AM,074,3309 S 68 CT,,,OMAHA,NE,68106,05,SIL,VOLK,,SUV,SUY861,NE,12,WVGBG77L05D016966,45000,Y,N,N,N,N,N
Z44120,1,,000,,,,,,,98,BGE,CADI,SEV,4D,RZT155,NE,11,1G6KS54Y4WU901814,7000,Y,N,N,N,N,N
Z44138,1,,000,,,,,,,98,RED,JEEP,,SUV,11D31,NE,12,1J4GZ58S7WC214931,,N,N,N,N,N,N
Z44202,1,,000,,,,,,,99,BLK,JEEP,,UT,SJD523,NE,11,1J4FF68S1XL652050,,N,N,N,N,N,Y
Z44376,1,11/04/2011 12:00 AM,032,3000 SCOTT CR,,,OMAHA,NE,68112,11,ONG,DODG,CHA,4D,SFN914,NE,11,2B3CL3CG1BH591373,35000,Y,N,N,N,N,Y
Z44387,1,11/06/2011 12:00 AM,081,10829 M ST,,,OMAHA,NE,68137,00,BLU,FORD,TK,UT,SRS813,NE,12,1FMZU73E6YZC07233,12000,Y,N,N,N,N,N
Z44389,1,,000,,,,,,,05,RED,FORD,ESC,UT,4OORYX,IA,11,1FMCU93155KA66108,,Y,N,N,N,N,Y
Z44444,1,11/07/2011 12:00 AM,015,9910 MAPLE ST,,,OMAHA,NE,68134,98,DBL,DODG,,VN,RTK880,NE,12,1B4GP44G9WB766165,,Y,N,N,N,N,Y
Z41118,1,,000,,,,,,,03,GRY,HOND,ACC,2D,RZV853,NE,12,1HGCM82673A037919,3000,N,N,N,N,N,N
Z41183,1,10/26/2011 12:00 AM,048,1314 CUMING ST,,,OMAHA,NE,,90,WHI,,,TL,FR50820,OR,11,14HU581V0LWAV7123,8000,Y,N,N,N,N,N
Z44721,1,11/05/2011 12:00 AM,075,3423 S 72 ST,,,OMAHA,NE,68124,96,GRN,HOND,ACC,4D,RXW399,NE,12,1HGCD565XTA178502,,N,N,N,N,N,Y
Z44732,1,,000,,,,,,,94,SIL,HOND,,2D,,,00,,,Y,N,N,N,N,N
Z44634,1,11/06/2011 12:00 AM,026,4470 REDMAN AV,,,OMAHA,NE,68111,02,GLD,FORD,,VAN,SRI752,NE,11,2FMZA51492BA11353,5000,N,N,N,N,N,Y
Z44641,1,11/16/2011 12:00 AM,091,1 UNK ST,,,CO BLUFFS,IA,,01,SIL,DODG,,PK,STH969,NE,11,1B7GG22N51S340362,,Y,N,N,N,N,N
Z45563,1,11/10/2011 12:00 AM,026,FONTENELLE/AMES AV,,,,,,98,WHI,CHRY,,4D,PXE751,NE,10,2C3HD46J2WH194747,,N,N,N,N,N,N
Z45661,1,11/10/2011 12:00 AM,095,UNKNOWN ST,,,COUNCIL BLUFFS,IA,,99,RED,DODG,RAM,PK,29669,NE,12,1B7HF16Y4XS162457,,Y,N,N,N,N,N
Z45662,1,,000,,,,,,,08,BLU,DODG,,4D,RVE678,NE,11,1B3LC56K38N214121,,N,N,N,N,N,N
Z45716,1,,000,,,,,,,00,BLK,,,TL,UNK,IA,00,UNK,1000,Y,N,N,N,N,N
Z45718,1,11/17/2011 12:00 AM,072,5000 L ST,,,OMAHA,NE,68117,04,SIL,KIA,OPT,4D,RWP854,NE,12,KNAGD126645327483,6000,Y,N,N,N,N,Y
Z45740,1,,000,,,,,,,88,RED,CHEV,TK,PK,RWZ706,NE,11,1GCDK14K5JZ196480,,Y,N,N,N,N,N
Z45752,1,,000,,,,,,,08,RED,CHEV,,4D,RYY826,NE,12,1G1AP18X387300893,,N,N,N,N,N,N
Z45762,1,11/09/2011 12:00 AM,036,2601 ABBOTT PA,,,OMAHA,NE,68110,01,BLK,HYUN,ELA,4DR,RWE302,NE,11,KMHDN45D81U176628,1300,Y,N,N,N,N,N
Z45842,1,,000,,,,,,,04,BLU,HOND,ACC,4D,SBL842,NE,12,1HGCM6654A002096,10000,Y,N,N,N,N,N
Z45848,1,12/01/2011 12:00 AM,074,6700 PINE ST,,,OMAHA,NE,68106,08,SIL,DODG,ANG,4DR,RVU144,NE,12,1B3LC46R48N232702,12000,N,Y,N,N,N,N
Z45849,1,11/17/2011 12:00 AM,072,3023 S 43 ST,,,OMAHA,NE,68105,08,SIL,TOYT,,UTL,RXH142,NE,12,JTEES43A082048234,23000,Y,N,N,N,N,Y
Z45863,1,,000,,,,,,,10,BLK,,,TRL,XKX343,NE,11,4YMUL0717AM039425,594,Y,N,N,N,N,N
Z45871,1,11/29/2011 12:00 AM,091,1105 RACE ST,,,PLATTSMOUTH,NE,,06,RED,DODG,STR,4D,SJA123,NE,12,1B3EL46X26N119853,,Y,N,N,N,N,N
Z45909,1,11/18/2011 12:00 AM,039,3000 TAYLOR ST,,,OMAHA,NE,68111,00,GLD,FORD,,PK,,,00,1FTRX18W3YKA58752,5500,Y,N,N,N,N,N
Z44855,1,11/12/2011 12:00 AM,039,4316 N 30 ST,,,OMAHA,NE,68111,90,WHI,CHEV,CAV,SW,RTJ805,NE,11,1G1JC84G1LJ195535,1000,N,N,N,N,N,N
Z44882,1,11/10/2011 12:00 AM,079,5306 S 86 CT,,,OMAHA,NE,68127,96,SIL,HOND,ACC,4D,SCN585,NE,12,1HGCD5634TA124661,1000,Y,N,N,N,N,N
Z44885,1,,000,,,,,,,97,MAR,JEEP,TK,LL,SIZ878,NE,12,1J4GZ58S9VC647858,5000,Y,N,N,N,N,N
Z45931,1,,000,,,,,,,08,BLU,KIA,,4DR,RXW336,NE,12,KNDJF72387458825,,Y,N,N,N,N,Y
Z45949,1,11/12/2011 12:00 AM,023,4606 N 56 ST,,,OMAHA,NE,68104,91,WHI,CHEV,TK,VN,POP151,NE,11,1GCEG2SH9M7112326,,Y,N,N,N,N,N
Z45952,1,,000,,,,,,,00,RED,,,TL,,,00,,10000,Y,N,N,N,N,N
Z45953,1,11/28/2011 12:00 AM,042,4203 WIRT ST,,,OMAHA,NE,68111,96,GRY,CHEV,TK,PK,RTJ550,NE,11,1GCEK14H6GJ169174,3500,Y,N,N,N,N,N
Z45981,1,,000,,,,,,,60,GRN,,,BOAT,,,00,,,Y,N,N,N,N,N
Z45997,1,,000,,,,,,,01,MAR/WHI,SUZU,,CYL,,,00,JS1GT74AX12110670,4900,Y,N,N,N,N,N
Z46011,1,11/11/2011 12:00 AM,095,MM168 ON I-80 ST,,,,,,01,WHI,CHEV,IMP,4DR,,,00,2G1WH55K519142788,1200,Y,N,N,N,N,Y
Z46026,1,,000,,,,,,,96,BLK,HOND,CIV,2D,RXE062,NE,12,1GHEJB148TL020598,,N,N,N,N,N,N
Z46040,1,11/10/2011 12:00 AM,054,828 PARK AV,,,OMAHA,NE,68105,95,WHI,MERC,,4D______,13138,NE,12,2MELM75WXSX643739,3000,N,N,N,N,N,Y
Z46048,1,11/10/2011 12:00 AM,082,9927 Q ST,,,OMAHA,NE,68127,02,BLK,TOYT,TK,UT,RYW493,NE,12,JTEHH20V426037034,,Y,N,N,N,N,N
Z46072,1,,000,,,,,,,08,BLU,DODG,RAM,PU,SFP850,NE,12,1D3HU18N38J223790,,N,N,N,N,N,N
Z46098,1,11/10/2011 12:00 AM,082,9602 M ST,,,OMAHA,NE,68127,02,WHI,GMC,TK,UT,SSH536,NE,12,3GKFK16Z42G266169,12000,Y,N,N,N,N,N
Z46109,1,11/13/2011 12:00 AM,077,900 S 75 ST,,,OMAHA,NE,68114,95,WHI,BUIC,SEN,4D,8A6284,NE,12,1G4AG55M1S6410438,1500,Y,N,N,N,N,N
Z46121,1,11/10/2011 12:00 AM,061,1913 S 12 ST,,,OMAHA,NE,68108,96,TAN,BUIC,,4DR,078JPY,IA,11,1G4AG55M0T6484595,,N,N,N,N,N,N
Z46133,1,11/21/2011 12:00 AM,079,8700 S PA,,,OMAHA,NE,68127,93,GRY,HOND,ACC,4D,RUC885,NE,12,1HGCB7652PA133237,1500,Y,N,N,N,N,N
