Class,DescriptionOfClass,BusinessName,Location 2
CK    ,Catering + liquor on/off sale,RICK'S CAFE BOATYARD                ,"345 RIVERFRONT DRIVE
OMAHA, NE
(41.262174272604966, -95.92468884967644)"
CK    ,Catering + liquor on/off sale,SPEZIA                              ,"3125 72ND ST
OMAHA, NE
(41.23039734868697, -96.02379707539095)"
CK    ,Catering + liquor on/off sale,STARSKY'S                           ,"4020 13 STREET
OMAHA, NE
(41.22155499658825, -95.9334073048449)"
CK    ,Catering + liquor on/off sale,SLOWDOWN                            ,"729 14 STREET
OMAHA, NE
(41.26645665139145, -95.93436456347709)"
CK    ,Catering + liquor on/off sale,TASTE                               ,"11036 ELM ST
OMAHA, NE
(41.23267919506206, -96.08482197002076)"
CK    ,Catering + liquor on/off sale,TIP TOP BALLROOM                    ,"1502 CUMING STREET
OMAHA, NE
(41.26800318258563, -95.93593675267383)"
CK    ,Catering + liquor on/off sale,TD AMERITRADE PARK                  ,"1200 MIKE FAHEY ST
OMAHA, NE
(41.265898596621454, -95.93185782654126)"
CK    ,Catering + liquor on/off sale,UPSTREAM BREWING COMPANY            ,"17070 WRIGHT PLAZA
OMAHA, NE
(41.23305422529626, -96.1814362958213)"
CK    ,Catering + liquor on/off sale,"UNION PIZZERIA & SPORTS BAR, THE    ","1420 CUMING STREET
OMAHA, NE
(41.26801087257513, -95.93539977504543)"
CK    ,Catering + liquor on/off sale,URBAN WINE COMPANY                  ,"1037 JONES ST
OMAHA, NE
(41.25329095123142, -95.92970257440457)"
CK    ,Catering + liquor on/off sale,WHEATFIELD'S                        ,"1224 SO 103RD ST
OMAHA, NE
(41.24727503218334, -96.07319406579327)"
D     ,Beer/liquor off sale,AVANZA SUPERMARKET 733              ,"2900 LEAVENWORTH
OMAHA, NE
(41.2524711793867, -95.95451524591853)"
D     ,Beer/liquor off sale,AFOMA CORNER STORE                  ,"5522 30 STREET
OMAHA, NE
(41.20231946177834, -95.95781179899329)"
D     ,Beer/liquor off sale,AVP ENERGY #3                       ,"10505 PACIFIC ST
OMAHA, NE
(41.24871142182633, -96.07714192008342)"
D     ,Beer/liquor off sale,ASIAN MARKET                        ,"321 76 STREET
OMAHA, NE
(41.26174471136048, -96.03135194313306)"
D     ,Beer/liquor off sale,ALDI 75                             ,"3433 90 STREET
OMAHA, NE
(41.290313266925196, -96.05266059728535)"
D     ,Beer/liquor off sale,ALL NATIONS GROCERY LIQUOR TOBACCO  ,"715 24TH STREET
OMAHA, NE
(41.2670390746564, -95.94694694715533)"
D     ,Beer/liquor off sale,ALL AMERICAN PUMPS                  ,"4219 60TH
OMAHA, NE
(41.260689999643944, -95.94059000012828)"
D     ,Beer/liquor off sale,AMES AVENUE CONVENIENCE STORE       ,"4145 AMES AVENUE
OMAHA, NE
(41.29957707580354, -95.97544658501016)"
D     ,Beer/liquor off sale,ANDY'S GENERAL STORE                ,"9501 145 STREET
OMAHA, NE
(41.16894546950444, -96.14025847120041)"
D     ,Beer/liquor off sale,ANDY & LILLIE'S PKG LIQUOR          ,"3219 PARKER ST
OMAHA, NE
(41.2763826972091, -95.96006395701481)"
D     ,Beer/liquor off sale,ANDERSON FOOD SHOP                  ,"123 114TH ST
OMAHA, NE
(41.25909316445847, -96.09094969983065)"
D     ,Beer/liquor off sale,ANDERSON'S BP AMOCO SERVICE         ,"3423 72 STREET
OMAHA, NE
(41.22718397188304, -96.02381156832978)"
D     ,Beer/liquor off sale,ANDERSON FOOD SHOP                  ,"445 114 STREET
OMAHA, NE
(41.262162209956436, -96.09090599958215)"
D     ,Beer/liquor off sale,ANDERSON STANDARD SERVICE           ,"2630 SO 140TH ST
OMAHA, NE
(41.23453810664461, -96.13405101809752)"
D     ,Beer/liquor off sale,ANDERSON AMOCO FOOD SHOP            ,"15635 DODGE RD
OMAHA, NE
(41.26178924996597, -96.15862234178303)"
D     ,Beer/liquor off sale,ANDERSON AMOCO FOOD SHOP            ,"11955 PACIFIC ST
OMAHA, NE
(41.248684442165484, -96.10011959793201)"
D     ,Beer/liquor off sale,ANDERSON AMOCO FOOD SHOP            ,"16727 Q' ST
OMAHA, NE
(41.205121283066205, -96.17675982126894)"
D     ,Beer/liquor off sale,ANDERSON AMOCO FOOD SHOP            ,"17915 ARBOR ST
OMAHA, NE
(41.23736197781659, -96.19535780083487)"
D     ,Beer/liquor off sale,BIG BEAR SINCLAIR                   ,"5608 AMES STREET
OMAHA, NE
(41.29963135686097, -96.00050287958432)"
D     ,Beer/liquor off sale,BIG BEAR SINCLAIR                   ,"5822 MAPLE STREET
OMAHA, NE
(41.28498107926799, -96.00309174419084)"
D     ,Beer/liquor off sale,B J'S                               ,"4122 AMES AVENUE
OMAHA, NE
(41.29957707580354, -95.97547356467106)"
D     ,Beer/liquor off sale,BUCKY'S EXPRESS #40                 ,"107 40 STREET
OMAHA, NE
(41.259778667759235, -95.9732332688052)"
D     ,Beer/liquor off sale,BUCKY'S EXPRESS #31                 ,"13125 Q ST
OMAHA, NE
(41.20513027628647, -96.11911327919086)"
D     ,Beer/liquor off sale,BUCKY'S EXPRESS #72                 ,"2901 72 STREET
OMAHA, NE
(41.28514052906379, -96.0238290980969)"
D     ,Beer/liquor off sale,BUCKY'S EXPRESS #13                 ,"2765 13 COURT
OMAHA, NE
(41.232414843196636, -95.93379392062724)"
D     ,Beer/liquor off sale,BUCKY'S EXPRESS                     ,"3435 42ND ST
OMAHA, NE
(41.22776003306682, -95.97577259742172)"
D     ,Beer/liquor off sale,BUCKY'S EXPRESS                     ,"101 30TH ST
OMAHA, NE
(41.259749880278406, -95.9564968860257)"
D     ,Beer/liquor off sale,BUCKY'S EXPRESS #20                 ,"2510 132
OMAHA, NE
(41.260689999643944, -95.94059000012828)"
D     ,Beer/liquor off sale,BUCKY'S EXPRESS #12                 ,"10202 MAPLE STREET
OMAHA, NE
(41.28524781643874, -96.0708181852127)"
D     ,Beer/liquor off sale,BUCKY'S EXPRESS #18                 ,"4805 108TH STREET
OMAHA, NE
(41.21102329004843, -96.08136073866953)"
D     ,Beer/liquor off sale,BUCKY'S EXPRESS #60                 ,"6003 CENTER STREET
OMAHA, NE
(41.23789257781385, -96.00535803570466)"
D     ,Beer/liquor off sale,BUCKY'S EXPRESS 61                  ,"2635 160 STREET
OMAHA, NE
(41.283309157568546, -96.16206342897755)"
D     ,Beer/liquor off sale,BUCKY'S EXPRESS #84                 ,"3052 84TH STREET
OMAHA, NE
(41.22988491271295, -96.04319314346203)"
D     ,Beer/liquor off sale,BUCKY'S AMOCO                       ,"3909 132 STREET
OMAHA, NE
(41.22220473659506, -96.1193669706047)"
D     ,Beer/liquor off sale,BASKET FOOD                         ,"4518 24 STREET
OMAHA, NE
(41.21443139323232, -95.9471188734213)"
D     ,Beer/liquor off sale,BIG JIM'S PLUS                      ,"3024 AMES AVENUE
OMAHA, NE
(41.29957707580354, -95.95760403594886)"
D     ,Beer/liquor off sale,BIG KMART 7493                      ,"5808 144 STREET
OMAHA, NE
(41.31101067459234, -96.13893767401089)"
D     ,Beer/liquor off sale,BIG KMART 7579                      ,"13450 MAPLE ROAD
OMAHA, NE
(41.29231141726564, -96.12357543443278)"
D     ,Beer/liquor off sale,BAG N SAVE                          ,"1826 VINTON
OMAHA, NE
(41.23271378864645, -95.94072673727827)"
D     ,Beer/liquor off sale,BAG 'N SAVE                         ,"5017 GROVER ST
OMAHA, NE
(41.22690950278354, -95.99085033483544)"
D     ,Beer/liquor off sale,BAG 'N SAVE                         ,"770 114 STREET
OMAHA, NE
(41.267374048156086, -96.0922054279087)"
D     ,Beer/liquor off sale,B.I.G. MEATS                        ,"4867 137TH ST
OMAHA, NE
(41.20880430895811, -96.12709146367547)"
D     ,Beer/liquor off sale,BILL'S CONVENIENT STORE             ,"3928 MAPLE STREET
OMAHA, NE
(41.28472027587952, -95.97211909350176)"
D     ,Beer/liquor off sale,CVS PHARMACY 5863                   ,"14460 MAPLE ROAD
OMAHA, NE
(41.2923204104859, -96.14000240619761)"
D     ,Beer/liquor off sale,CVS/PHARMACY 2931                   ,"14303 U STREET
OMAHA, NE
(41.20254922206237, -96.13823286553372)"
D     ,Beer/liquor off sale,CUBBY'S                             ,"3030 AMES AVE
OMAHA, NE
(41.29957707580354, -95.95769396815177)"
D     ,Beer/liquor off sale,CUBBY'S                             ,"4232 REDMAN AVE
OMAHA, NE
(41.30980236727669, -95.97694845279909)"
D     ,Beer/liquor off sale,CUBBY'S                             ,"9220 MORMAN BRIDGE
OMAHA, NE
(41.260689999643944, -95.94059000012828)"
D     ,Beer/liquor off sale,CUBBY'S                             ,"5718 RADIAL HWY
OMAHA, NE
(41.28505388848919, -96.00128707467468)"
D     ,Beer/liquor off sale,CHUBB FOODS                         ,"2905 16 STREET
OMAHA, NE
(41.233064080976916, -95.93723433950211)"
D     ,Beer/liquor off sale,CVS/PHARMACY 4929                   ,"10770 FORT STREET
OMAHA, NE
(41.306708699495914, -96.08081115396294)"
D     ,Beer/liquor off sale,CHEAP SMOKES                        ,"3202 L' ST
OMAHA, NE
(41.21226189997884, -95.96158803253866)"
D     ,Beer/liquor off sale,CHEAP SMOKES                        ,"9006 MAPLE ST
OMAHA, NE
(41.28515195045361, -96.05379552020275)"
D     ,Beer/liquor off sale,COSTCO WHOLESALE 1012               ,"12300 DODGE ROAD
OMAHA, NE
(41.26348437948908, -96.10465098831047)"
D     ,Beer/liquor off sale,COASTAL MART SOUTH 24TH STREET      ,"5101 24TH STREET
OMAHA, NE
(41.20687043215654, -95.94697394391083)"
D     ,Beer/liquor off sale,CASEY'S GENERAL STORE 2985          ,"5120 118 STREET
OMAHA, NE
(41.20611747415048, -96.09863380330603)"
D     ,Beer/liquor off sale,CASEY'S GENERAL STORE 2987          ,"15275 WEIR PLAZA
OMAHA, NE
(41.206271197815596, -96.1546175406157)"
D     ,Beer/liquor off sale,CASEY'S GENERAL STORE 2986          ,"9905 Q STREET
OMAHA, NE
(41.20534611357351, -96.06814869979041)"
D     ,Beer/liquor off sale,CORNER FOOD MART                    ,"2430 24 STREET
OMAHA, NE
(41.23628712200839, -95.94711603924338)"
D     ,Beer/liquor off sale,CRYSTAL BEVERAGE MART               ,"4807 09 S 20TH ST
OMAHA, NE
(41.260689999643944, -95.94059000012828)"
D     ,Beer/liquor off sale,DAILEY'S PACKAGE LIQUOR             ,"3113 30 STREET
OMAHA, NE
(41.28704134160994, -95.95650584891705)"
D     ,Beer/liquor off sale,DOWNTOWN FOOD MART                  ,"318 16 STREET
OMAHA, NE
(41.26182554263663, -95.93719392327378)"
D     ,Beer/liquor off sale,DINAH MART                          ,"2604 13TH ST
OMAHA, NE
(41.234855908813735, -95.93340361738646)"
D     ,Beer/liquor off sale,FLORENCE FOOD MART                  ,"9516 CALHOUN RD
OMAHA, NE
(41.34681846200266, -95.96619256132868)"
D     ,Beer/liquor off sale,FANTASY'S                           ,"3402 NO 120TH ST
OMAHA, NE
(41.29132129957458, -96.10068617081049)"
D     ,Beer/liquor off sale,FANTASY'S                           ,"3725 147 STREET
OMAHA, NE
(41.29249731979183, -96.14359134493402)"
D     ,Beer/liquor off sale,FANTASY'S                           ,"2540 90 STREET
OMAHA, NE
(41.235543068755476, -96.0527008243346)"
D     ,Beer/liquor off sale,FANTASY'S FOOD & FUEL               ,"18280 WRIGHT STREET
OMAHA, NE
(41.23318013038033, -96.20041199063957)"
D     ,Beer/liquor off sale,FANTASY'S FOOD N FUEL               ,"9004 FORT ST
OMAHA, NE
(41.30668171983501, -96.05313901512136)"
D     ,Beer/liquor off sale,FANTASY'S FOOD N FUEL               ,"16960 EVANS PLAZA
OMAHA, NE
(41.29121338093108, -96.17949376023802)"
D     ,Beer/liquor off sale,FANTASY'S FOOD N FUEL 11            ,"250 168TH CIRCLE
OMAHA, NE
(41.26076931790516, -96.17711611074414)"
D     ,Beer/liquor off sale,GOODIES GAS & TOBACCO               ,"2475 90TH STREET
OMAHA, NE
(41.23602989909052, -96.0525662762044)"
D     ,Beer/liquor off sale,HY VEE GAS                          ,"9601 Q STREET
OMAHA, NE
(41.20533712035319, -96.06256390998846)"
D     ,Beer/liquor off sale,HY VEE GAS 9                        ,"17901 WELCH PLAZA
OMAHA, NE
(41.20595765255342, -96.19444948558527)"
D     ,Beer/liquor off sale,HY VEE GAS 10                       ,"3404 156 STREET
OMAHA, NE
(41.28886873534171, -96.15827380973892)"
D     ,Beer/liquor off sale,HY VEE GAS 8                        ,"749 132 STREET
OMAHA, NE
(41.25357888266601, -96.11951899302153)"
D     ,Beer/liquor off sale,HY VEE GAS 1                        ,"5102 CENTER STREET
OMAHA, NE
(41.241256042203474, -95.99316322898738)"
D     ,Beer/liquor off sale,HY VEE GAS 3                        ,"8829 CENTER ROAD
OMAHA, NE
(41.23413861670106, -96.05122221662005)"
D     ,Beer/liquor off sale,I-80 FUEL                           ,"5318 L STREET
OMAHA, NE
(41.21251371014705, -95.99700333405247)"
D     ,Beer/liquor off sale,HOWELL'S BP                         ,"7166 30 STREET
OMAHA, NE
(41.32390832593093, -95.95700603360478)"
D     ,Beer/liquor off sale,HAMILTON CONVENIENT FOOD MART       ,"4901 HAMILTON
OMAHA, NE
(41.272137114066695, -95.9873501836111)"
D     ,Beer/liquor off sale,JAKE'S MINI MART                    ,"8320 BLONDO ST
OMAHA, NE
(41.27786830547507, -96.04244718532287)"
D     ,Beer/liquor off sale,JET EX 66                           ,"8540 BLONDO STREET
OMAHA, NE
(41.27784046235536, -96.04709557108447)"
D     ,Beer/liquor off sale,JET-EX 66                           ,"1910 NO 144TH ST
OMAHA, NE
(41.27712100473195, -96.13880843163253)"
D     ,Beer/liquor off sale,JNJ GROCERY 2                       ,"3247 42 STREET
OMAHA, NE
(41.229072147266116, -95.97576939221429)"
D     ,Beer/liquor off sale,JOHNSON'S TOBACCO BARN              ,"3510 30 STREET
OMAHA, NE
(41.29061389286555, -95.95665177274654)"
D     ,Beer/liquor off sale,KWIK SHOP #668                      ,"6845 167THST
OMAHA, NE
(41.19151799835046, -96.17518516670967)"
D     ,Beer/liquor off sale,KWIK SHOP #640                      ,"3606 LEAVENWORTH ST
OMAHA, NE
(41.25238964892617, -95.96635443929392)"
D     ,Beer/liquor off sale,KWIK SHOP 622                       ,"9545 Q STREET
OMAHA, NE
(41.20534611357351, -96.06147573033297)"
D     ,Beer/liquor off sale,KWIK SHOP #652                      ,"3222 Q STREET
OMAHA, NE
(41.205463025437325, -95.96238842914471)"
D     ,Beer/liquor off sale,KWIK SHOP #657                      ,"7525 CASS STREET
OMAHA, NE
(41.263289431921294, -96.03043113388156)"
D     ,Beer/liquor off sale,KWIK SHOP #660                      ,"9606 F STREET
OMAHA, NE
(41.2197442592626, -96.06268082185227)"
D     ,Beer/liquor off sale,KWIK SHOP 665                       ,"15556 BLONDO STREET
OMAHA, NE
(41.277552679305984, -96.15738842475787)"
D     ,Beer/liquor off sale,KWIK SHOP 667                       ,"4855 L STREET
OMAHA, NE
(41.212540689807895, -95.9871827374925)"
D     ,Beer/liquor off sale,KWIK SHOP #673                      ,"5306 103RD ST
OMAHA, NE
(41.30685340463372, -96.07385593235878)"
D     ,Beer/liquor off sale,KWIK SHOP #623                      ,"3103 204 STREET
OMAHA, NE
(41.286483639934694, -96.23430554711827)"
D     ,Beer/liquor off sale,KWIK SHOP 653                       ,"5929 72 STREET
OMAHA, NE
(41.19668539571476, -96.02365110630336)"
D     ,Beer/liquor off sale,KICKS 66                            ,"2505 ABBOTT DR PLAZA
OMAHA, NE
(41.260689999643944, -95.94059000012828)"
D     ,Beer/liquor off sale,KICK'S 66                           ,"16808 AUDREY STREET
OMAHA, NE
(41.18958999162015, -96.17853148566667)"
D     ,Beer/liquor off sale,KUM & GO 363                        ,"6606 BLONDO
OMAHA, NE
(41.27781513081616, -96.01444704541052)"
D     ,Beer/liquor off sale,KUM & GO 347                        ,"3352 NO 108TH ST
OMAHA, NE
(41.289468696194206, -96.08144967260375)"
D     ,Beer/liquor off sale,KUM & GO 351                        ,"720 NO 108TH AVE
OMAHA, NE
(41.266176255635344, -96.0833202624247)"
D     ,Beer/liquor off sale,KUM & GO #372                       ,"7152 PACIFIC
OMAHA, NE
(41.248799086862824, -96.02339536245753)"
D     ,Beer/liquor off sale,KUM & GO 352                        ,"1010 154 STREET
OMAHA, NE
(41.27089668172386, -96.15371233381434)"
D     ,Beer/liquor off sale,KUM & GO 348                        ,"12011 BLONDO STREET
OMAHA, NE
(41.27761563184805, -96.10112683860484)"
D     ,Beer/liquor off sale,KUM & GO 367                        ,"18908 Q ST
OMAHA, NE
(41.20513530227826, -96.21060926789346)"
D     ,Beer/liquor off sale,KUM & GO #360                       ,"10025 168TH AVE
OMAHA, NE
(41.159943347860406, -96.17729856521325)"
D     ,Beer/liquor off sale,KUM & GO #361                       ,"1010 189TH STREET
OMAHA, NE
(41.260689999643944, -95.94059000012828)"
D     ,Beer/liquor off sale,KUM & GO #371                       ,"13149 FORT STREET
OMAHA, NE
(41.30657293773271, -96.12020279692373)"
D     ,Beer/liquor off sale,KUM & GO #376                       ,"2627 HWS
CLEVELAND OMAHA, NE
"
D     ,Beer/liquor off sale,KUM & GO #368                       ,"4041 168TH ST
OMAHA, NE
(41.29486870563171, -96.17730366049105)"
D     ,Beer/liquor off sale,KUM & GO #369                       ,"11111 EMMET STREET
OMAHA, NE
(41.2896035944986, -96.08633299122283)"
D     ,Beer/liquor off sale,K-N-J EXPRESS                       ,"3009 PARKER STREET
OMAHA, NE
(41.276437519989656, -95.95683961222392)"
D     ,Beer/liquor off sale,KUM & GO 377                        ,"8242 MAPLE STREET
OMAHA, NE
(41.28513396401303, -96.04198742195808)"
D     ,Beer/liquor off sale,LA ECONOMICA                        ,"5520 36TH STREET
OMAHA, NE
(41.20235230853335, -95.96743903097678)"
D     ,Beer/liquor off sale,LA GUERA                            ,"4229 33 SO 24TH ST
OMAHA, NE
(41.260689999643944, -95.94059000012828)"
D     ,Beer/liquor off sale,"LA MEXICANA GROCERY, MEAT & LIQUOR  ","1603 VINTON STREET
OMAHA, NE
(41.234287835071456, -95.93736176751234)"
D     ,Beer/liquor off sale,LANDING ZONE                        ,"7170 BENNINGTON RD
OMAHA, NE
(41.364770718238745, -96.02333178534762)"
D     ,Beer/liquor off sale,MEDICINE MAN PHARMACY               ,"715 132 STREET
OMAHA, NE
(41.253926411175996, -96.11952323117409)"
D     ,Beer/liquor off sale,MIDTOWN GAS & GROCERY               ,"2302 13TH STREET
OMAHA, NE
(41.23813598022762, -95.93341323189019)"
D     ,Beer/liquor off sale,MY-T MART                           ,"10707 BLONDO ST
OMAHA, NE
(41.27780448947419, -96.08003773701773)"
D     ,Beer/liquor off sale,MILLARD PARK FANTASYS               ,"15611 HARRISON ST
OMAHA, NE
(41.190777096698866, -96.15900720441056)"
D     ,Beer/liquor off sale,MANHATTANS                          ,"2529 120 STREET
OMAHA, NE
(41.23604083789229, -96.1004220452764)"
D     ,Beer/liquor off sale,MR BUTTS TOBACCO & SNACKS           ,"5702 36 STREET
OMAHA, NE
(41.20060951616543, -95.96745224702204)"
D     ,Beer/liquor off sale,NEWMAN'S GAS PUMPS                  ,"4414 30 STREET
OMAHA, NE
(41.217965530454485, -95.95792914962024)"
D     ,Beer/liquor off sale,OMAHA 66                            ,"5920 F STREET
OMAHA, NE
(41.2197442592626, -96.0039191204578)"
D     ,Beer/liquor off sale,PACIFIC EXPRESS MART                ,"7611 PACIFIC STREET
OMAHA, NE
(41.248755524469004, -96.03156195687392)"
D     ,Beer/liquor off sale,PARK AVENUE GROCERY                 ,"830 PARK AVENUE
OMAHA, NE
(41.25187105642993, -95.95589587269855)"
D     ,Beer/liquor off sale,QUIKTRIP 596                        ,"5005 108 STREET
OMAHA, NE
(41.209346888721285, -96.08135203297125)"
D     ,Beer/liquor off sale,QUIKTRIP 579                        ,"1704 72 STREET
OMAHA, NE
(41.27510682621903, -96.02396600919077)"
D     ,Beer/liquor off sale,QUIKTRIP 588                        ,"4212 84 STREET
OMAHA, NE
(41.218174752554916, -96.043192141872)"
D     ,Beer/liquor off sale,QUIKTRIP 599                        ,"13007 Q STREET
OMAHA, NE
(41.20515725594737, -96.11710779106551)"
D     ,Beer/liquor off sale,QUIKTRIP 587                        ,"4404 72 STREET
OMAHA, NE
(41.217755935991114, -96.02402331620527)"
D     ,Beer/liquor off sale,QUIKTRIP 580                        ,"6045 L STREET
OMAHA, NE
(41.21230686608027, -96.00607749332812)"
D     ,Beer/liquor off sale,QUIKTRIP #585                       ,"4720 HAMILTON
OMAHA, NE
(41.27228851510628, -95.98394224133385)"
D     ,Beer/liquor off sale,QUIK TRIP 597                       ,"8727 MAPLE STREET
OMAHA, NE
(41.285017052149215, -96.04829166938345)"
D     ,Beer/liquor off sale,REGIS FOOD MART                     ,"6828 143 PLAZA
OMAHA, NE
(41.19142312126327, -96.13802974333211)"
D     ,Beer/liquor off sale,REGIS FOOD MART                     ,"2810 SO 108TH ST
OMAHA, NE
(41.23318193270861, -96.08154955146637)"
D     ,Beer/liquor off sale,REGIS FOOD MART                     ,"7202 F STREET
OMAHA, NE
(41.219726272822015, -96.02453158136933)"
D     ,Beer/liquor off sale,QUIK TRIP 589                       ,"5305 103 STREET
OMAHA, NE
(41.3068343141579, -96.07371059593662)"
D     ,Beer/liquor off sale,RHYTHM & BOOZE PACKAGE LIQUOR       ,"3501 30 STREET
OMAHA, NE
(41.290529356595606, -95.95650584492435)"
D     ,Beer/liquor off sale,RL2                                 ,"5825 30 STREET
OMAHA, NE
(41.19958568631226, -95.95763415061438)"
D     ,Beer/liquor off sale,SPEEDEE MART # 2725                 ,"13235 GROVER STREET
OMAHA, NE
(41.22578770329949, -96.12041729613333)"
D     ,Beer/liquor off sale,SPEEDEE MART # 2762                 ,"13820 MANDERSON CIR
OMAHA, NE
(41.293146923294046, -96.12924863846104)"
D     ,Beer/liquor off sale,SPEEDEE MART #2761                  ,"5205 72ND ST
OMAHA, NE
(41.205175769689326, -96.02364975880087)"
D     ,Beer/liquor off sale,SUPER BEE MART INC                  ,"2611 ST
MARY OMAHA, NE
"
D     ,Beer/liquor off sale,SUPER T'S LIQUOR & MINI MART        ,"3805 LAKE ST
OMAHA, NE
(41.28139278437112, -95.97086903588104)"
D     ,Beer/liquor off sale,SPIRITS AND THINGS                  ,"2762 SO 129TH AVE
OMAHA, NE
(41.2334760354318, -96.11465359559053)"
D     ,Beer/liquor off sale,SUGAR HILL PACKAGE                  ,"5627 29 AMES AVE
OMAHA, NE
(41.260689999643944, -95.94059000012828)"
D     ,Beer/liquor off sale,"SWEET SPOT, THE                     ","3522 16TH STREET
OMAHA, NE
(41.22649009009945, -95.93740840504881)"
D     ,Beer/liquor off sale,STOYSICH HOUSE OF SAUSAGE           ,"2502 130 AVENUE
OMAHA, NE
(41.236006470109764, -96.11765873906008)"
D     ,Beer/liquor off sale,SOUTHWESTERN FANTASY'S              ,"14330 HILLSDALE AVE
OMAHA, NE
(41.21512174403199, -96.1378911231626)"
D     ,Beer/liquor off sale,SOUTH OMAHA CONOCO                  ,"4201 24 STREET
OMAHA, NE
(41.2184583186929, -95.9469641197396)"
D     ,Beer/liquor off sale,SOUTH OMAHA CONVENIENT STORE        ,"4201 24 STREET
OMAHA, NE
(41.2184583186929, -95.9469641197396)"
D     ,Beer/liquor off sale,SELECT MART                         ,"3707 CENTER ST
OMAHA, NE
(41.241525838812265, -95.96814409013223)"
D     ,Beer/liquor off sale,SELENA'S MARKET                     ,"3228 CALIFORNIA ST
OMAHA, NE
(41.26476432004938, -95.96130924270955)"
D     ,Beer/liquor off sale,SAM'S FOOD & LIQUOR                 ,"3019 FARNAM STREET
OMAHA, NE
(41.257622839677936, -95.9571582068762)"
D     ,Beer/liquor off sale,BUCKY'S EXPRESS #44                 ,"14404 STONY BRK BLVD
OMAHA, NE
(41.198283925334046, -96.13962644137287)"
D     ,Beer/liquor off sale,TOBACCO & PHONES 4 LESS             ,"4420 24TH STREET
OMAHA, NE
(41.21577979262093, -95.94711887489416)"
D     ,Beer/liquor off sale,TOBACCO & PHONES 4 LESS             ,"7204 BLONDO STREET
OMAHA, NE
(41.27781348269451, -96.024981242384)"
D     ,Beer/liquor off sale,TOBACCO & PHONES 4 LESS             ,"4429 CALIFORNIA ST
OMAHA, NE
(41.26476432004938, -95.98026695108723)"
D     ,Beer/liquor off sale,TOBACCO & PHONES 4 LESS             ,"2014 L STREET
OMAHA, NE
(41.21228887963969, -95.9427562292451)"
D     ,Beer/liquor off sale,TOBACCO & PHONES 4 LESS             ,"7205 LAWNDALE DRIVE
OMAHA, NE
(41.29720286564623, -96.02430675086202)"
D     ,Beer/liquor off sale,TOBACCO & PHONES 4 LESS             ,"5444 CENTER ST
OMAHA, NE
(41.2393764591622, -95.99741702218597)"
D     ,Beer/liquor off sale,TOBACCO HUT 1                       ,"5826 MAPLE STREET
OMAHA, NE
(41.28498107926799, -96.00329858825756)"
D     ,Beer/liquor off sale,TOBACCO HUT 7                       ,"6510 84 STREET
OMAHA, NE
(41.195501470770246, -96.04357902183001)"
D     ,Beer/liquor off sale,TOBACCO HUT 15                      ,"5434 103 STREET
OMAHA, NE
(41.30776013775088, -96.07433972815157)"
D     ,Beer/liquor off sale,TOBACCO HUT 10                      ,"4865 CENTER STREET
OMAHA, NE
(41.24155281847311, -95.98744354088103)"
D     ,Beer/liquor off sale,TOBACCO HUT#5                       ,"13826 P STREET
OMAHA, NE
(41.20664067609002, -96.12991063166211)"
D     ,Beer/liquor off sale,TOBACCO OUTLET                      ,"426 76TH STREET
OMAHA, NE
(41.2626022273059, -96.03094497064869)"
D     ,Beer/liquor off sale,TOBACCO OUTLET                      ,"4747 96TH ST
OMAHA, NE
(41.21116861016394, -96.0621068728224)"
D     ,Beer/liquor off sale,TOBACCO 4 LESS                      ,"10780 Q STREET
OMAHA, NE
(41.20540007289526, -96.08080216074268)"
D     ,Beer/liquor off sale,TOBACCO 4 LESS                      ,"4108 DODGE STREET
OMAHA, NE
(41.25964717770262, -95.97489799857226)"
D     ,Beer/liquor off sale,TOBACCO 4 LESS                      ,"3402 42 STREET
OMAHA, NE
(41.22812227076168, -95.97591562099171)"
D     ,Beer/liquor off sale,TOBACCO 4 LESS                      ,"8928 MAPLE STREET
OMAHA, NE
(41.285197780013846, -96.05123033189005)"
D     ,Beer/liquor off sale,TOBACCO & PHONES 4 LESS             ,"333 72ND STREET
OMAHA, NE
(41.262133598197394, -96.02383895756579)"
D     ,Beer/liquor off sale,TOMATO TOMATO                       ,"2634 156 CIRCLE
OMAHA, NE
(41.23484201812095, -96.15714868661793)"
D     ,Beer/liquor off sale,THRIFTY STOP                        ,"6000 GROVER STREET
OMAHA, NE
(41.22696581515788, -96.00513320519735)"
D     ,Beer/liquor off sale,VINTON STREET TOBACCO               ,"1602 VINTON STREET
OMAHA, NE
(41.234259316815496, -95.93763009367808)"
D     ,Beer/liquor off sale,WALGREENS #04974                    ,"5038 CENTER ST
OMAHA, NE
(41.24139962519724, -95.99217327151544)"
D     ,Beer/liquor off sale,WALGREENS #10437                    ,"5225 90TH ST
OMAHA, NE
(41.20502513379728, -96.05232714609498)"
D     ,Beer/liquor off sale,WALGREENS #07272                    ,"13155 CENTER RD
OMAHA, NE
(41.2339886567479, -96.1190859873528)"
D     ,Beer/liquor off sale,WALGREENS #05360                    ,"5062 155TH ST
OMAHA, NE
(41.30440311748139, -96.15645683092431)"
D     ,Beer/liquor off sale,WALGREENS 05143                     ,"7151 CASS ST
OMAHA, NE
(41.263307418361876, -96.02320058476602)"
D     ,Beer/liquor off sale,WALGREENS #05190                    ,"2323 L ST
OMAHA, NE
(41.212270893199104, -95.94658734108992)"
