RestaurantName,Rating,InspectionDate,Location 1
BIG LOTS,EXCELLENT,03/18/2011 12:00 AM,"6516 NO 72 ST
Omaha, NE
(41.31794016498561, -96.02404279983395)"
BIG LOTS,EXCELLENT,02/15/2011 12:00 AM,"2502 SO 133 PLZ
Omaha, NE
(41.23578816426533, -96.12155943511056)"
BIG MAMA'S KITCHEN & CATERING,EXCELLENT,05/19/2011 12:00 AM,"3223 NO 45 ST
Omaha, NE
(41.287733004677705, -95.98054574091628)"
BIG MEATS,STANDARD,04/07/2011 12:00 AM,"4859 SO 137 ST
Omaha, NE
(41.20892807670609, -96.12724123305117)"
BIG RED KENO BAR & GRILL,STANDARD,02/22/2010 12:00 AM,"8100 CASS ST
Omaha, NE
(41.26336137768362, -96.03935240841224)"
BIG RED MINI MART,EXCELLENT,01/11/2011 12:00 AM,"13525 MILLARD AVE
Omaha, NE
(41.20906031355452, -96.12520168932917)"
BILL'S BAR-B-QUE,STANDARD,04/20/2011 12:00 AM,"4414 NO 24 ST
Omaha, NE
(41.299109428348345, -95.94695606312195)"
BILL'S CONVENIENCE MART,EXCELLENT,06/21/2011 12:00 AM,"3928 MAPLE ST
Omaha, NE
(41.28472027587952, -95.97211909350176)"
BILLY FROGG'S,STANDARD,04/29/2011 12:00 AM,"1120 HOWARD ST
Omaha, NE
(41.255502166606334, -95.9308257167752)"
BILLY FROGG'S WEST,STANDARD,04/21/2010 12:00 AM,"8724 W DODGE RD
Omaha, NE
(41.263445116176015, -96.0487994227688)"
BILLY K'S CAFE,STANDARD,04/13/2011 12:00 AM,"12025 BLONDO ST
Omaha, NE
(41.277560809067495, -96.10182243486095)"
BILLY'S CAFE,STANDARD,02/11/2011 12:00 AM,"5015 GROVER ST
Omaha, NE
(41.226908734271916, -95.99078424283564)"
BILLY'S MIRACLE HILLS CAFÉ,FAIR,03/03/2011 12:00 AM,"627 NO 114 ST
Omaha, NE
(41.26506047016374, -96.09093810087977)"
BIRRICRIA EL CHALAN,EXCELLENT,07/15/2011 12:00 AM,"4518 SO 24 ST
Omaha, NE
(41.21415047624038, -95.94704599532486)"
BISHOP'S BAR & GRILL,EXCELLENT,02/28/2011 12:00 AM,"1901 HARNEY ST
Omaha, NE
(41.25650768036161, -95.94092440020361)"
BISTRO 121,STANDARD,03/23/2011 12:00 AM,"12129 W CENTER RD
Omaha, NE
(41.23392960536295, -96.10230559429178)"
BJ'S,EXCELLENT,05/31/2011 12:00 AM,"4122 AMES AVE
Omaha, NE
(41.29957707580354, -95.97547356467106)"
BLACK ELK ELEMENTARY,SUPERIOR,02/07/2011 12:00 AM,"6708 SO 161 AVE
Omaha, NE
(41.19228795770806, -96.165680173868)"
BLACK SEA RESTAURANT,FAIR,05/16/2011 12:00 AM,"2230 FARNAM ST
Omaha, NE
(41.257633559815815, -95.94579449627408)"
BLANC BURGERS & BOTTLES,STANDARD,02/01/2011 12:00 AM,"3157 FARNAM ST STE 7113
Omaha, NE
(41.2576588125591, -95.95935825349919)"
BLESSED SACRAMENT SCHOOL,STANDARD,04/11/2011 12:00 AM,"6316 NO 30 ST
Omaha, NE
(41.31603526810467, -95.9566321644501)"
BLIMPIE SUBS & SALADS,STANDARD,05/24/2011 12:00 AM,"10160 MAPLE ST
Omaha, NE
(41.28523000253999, -96.07046161464874)"
BLIMPIE SUBS & SALADS,EXCELLENT,07/28/2011 12:00 AM,"13831 R PLZ
Omaha, NE
(41.20389089123417, -96.13070106298538)"
BLIMPIE SUBS & SALADS,STANDARD,01/04/2010 12:00 AM,"632 N SADDLE CREEK RD
Omaha, NE
(41.26514644327743, -95.98077080727116)"
BLIMPIE SUBS & SALADS,EXCELLENT,06/28/2011 12:00 AM,"1846 NO 144 ST
Omaha, NE
(41.27610464917051, -96.1388872584597)"
BLIMPIE SUBS & SALADS/SAMURAI SAMS/ASHBYS,EXCELLENT,06/06/2011 12:00 AM,"18110 WRIGHT ST
Omaha, NE
(41.2330812049571, -96.1975161737052)"
BLISS OLD MARKET BAKERY @ AROMAS,EXCELLENT,06/09/2011 12:00 AM,"1031 JONES ST
Omaha, NE
(41.25329198997974, -95.92962726515118)"
BLOCKBUSTER VIDEO,STANDARD,06/22/2011 12:00 AM,"17710 W CENTER RD
Omaha, NE
(41.23427730325608, -96.19310949576163)"
BLOCKBUSTER VIDEO #31007,STANDARD,02/02/2010 12:00 AM,"717 NO SADDLE CREEK
Omaha, NE
(41.260689999643944, -95.94059000012828)"
BLOCKBUSTER VIDEO #31042,EXCELLENT,04/28/2011 12:00 AM,"4004 NO 132ND ST
Omaha, NE
(41.293674152081465, -96.11970841110005)"
BLOCKBUSTER VIDEO #31055,STANDARD,01/20/2010 12:00 AM,"7808 CASS ST
Omaha, NE
(41.263316411582196, -96.03695121859397)"
BLOOMFIELD FORUM IND RET COM,EXCELLENT,07/29/2011 12:00 AM,"9804 NICHOLAS ST
Omaha, NE
(41.26907207256971, -96.06553167268515)"
BLUE AGAVE,STANDARD,06/06/2011 12:00 AM,"13615 CALFORNIA ST
Omaha, NE
(41.26555543959025, -96.1279491475585)"
BLUE CROSS BLUE SHIELD,EXCELLENT,05/05/2011 12:00 AM,"1919 AKSARBEN RD
Omaha, NE
(41.260689999643944, -95.94059000012828)"
BLUEJAY BAR,STANDARD,12/10/2010 12:00 AM,"2416 DAVENPORT ST.
Omaha, NE
(41.261661659048286, -95.94769350718599)"
BLUE LINE COFFEE,STANDARD,05/13/2010 12:00 AM,"4924 UNDERWOOD
Omaha, NE
(41.265133905540154, -95.98849964768634)"
BLUE LINE COFFEE,STANDARD,06/10/2010 12:00 AM,"749 NO 14 ST
Omaha, NE
(41.26684482814122, -95.93436456347709)"
BLUE MARTINI,EXCELLENT,06/27/2011 12:00 AM,"10730 PACIFIC ST
Omaha, NE
(41.24881034724956, -96.08112591667322)"
BLUE PLANET,EXCELLENT,02/14/2011 12:00 AM,"6307 CENTER ST
Omaha, NE
(41.2378373074159, -96.01062473534608)"
BLUE SUSHI SABE GRILL,EXCELLENT,03/21/2011 12:00 AM,"14450 EAGLE RUN DR STE 240
Omaha, NE
(41.28749018772976, -96.14067902145342)"
BLUMFIELD SCHOOL,EXCELLENT,04/19/2011 12:00 AM,"10310 MOCKINGBIRD DR.
Omaha, NE
(41.20853870677752, -96.07321188281537)"
BOB MONKEY'S NOODLE ZOO,EXCELLENT,03/11/2010 12:00 AM,"4950 DODGE ST
Omaha, NE
(41.2596921438041, -95.98935909680341)"
BO BO CHINA,STANDARD,07/27/2011 12:00 AM,"15414 WEIR ST
Omaha, NE
(41.20616887453002, -96.1560056792589)"
BOBS GRILL & CAFÉ,EXCELLENT,05/23/2011 12:00 AM,"317 SO 17TH ST
Omaha, NE
(41.257383660719356, -95.93838289552845)"
BOGIES BAR & GRILL,STANDARD,07/05/2011 12:00 AM,"3305 OLD MAPLE RD
Omaha, NE
(41.28904601484044, -96.0766113200861)"
BOHEMIAN CAFE,EXCELLENT,04/25/2011 12:00 AM,"1406-08 SO 13 ST
Omaha, NE
(41.260689999643944, -95.94059000012828)"
BOILERROOM RESTAURANT (THE),EXCELLENT,06/09/2011 12:00 AM,"1110 JONES ST
Omaha, NE
(41.25338875983749, -95.93072335735317)"
BONEFISH GRILL,EXCELLENT,05/13/2011 12:00 AM,"120 REGENCY PRKY STE 100
Omaha, NE
(41.25794365038331, -96.07384251332766)"
BOOKS A MILLION,EXCELLENT,01/04/2011 12:00 AM,"12220 K PLZ
Omaha, NE
(41.213458342538445, -96.10482984053004)"
BOONDOCKERS,STANDARD,03/29/2011 12:00 AM,"5222 NO 120 ST
Omaha, NE
(41.305638506281014, -96.10067717759017)"
BORDERS BOOKS/ MUSIC/CAFE,EXCELLENT,06/21/2011 12:00 AM,"7201 DODGE
Omaha, NE
(41.259548269826446, -96.02389085366981)"
BORDERS BOOKS/MUSIC/CAFE,EXCELLENT,06/30/2011 12:00 AM,"13105 BIRCH DR
Omaha, NE
(41.291815926690674, -96.1181510046195)"
BOSTON MARKET,EXCELLENT,07/20/2011 12:00 AM,"704 NO 114 ST
Omaha, NE
(41.26553773699453, -96.09098248611434)"
BOULDER CREEK (seasonal),STANDARD,07/19/2011 12:00 AM,"14208 S ST
Omaha, NE
(41.20371834070045, -96.13568778419085)"
BOXCAR GRILL,EXCELLENT,03/29/2011 12:00 AM,"1407 HARNEY ST
Omaha, NE
(41.256553509921844, -95.93501306657282)"
BOYD AND CHARLES BBQ,EXCELLENT,07/28/2011 12:00 AM,"202 NO MAIN ST
Omaha, NE
(41.28141020618942, -96.23753241170624)"
BOYD SCHOOL CAFETERIA,SUPERIOR,06/16/2011 12:00 AM,"8314 BOYD ST
Omaha, NE
(41.29827305886107, -96.04237413043069)"
BOYS & GIRLS CLUB OF OMAHA,STANDARD,07/22/2011 12:00 AM,"2606 HAMILTON ST
Omaha, NE
(41.271976882724346, -95.95019362242743)"
BOYS TOWN GREAT HALL,EXCELLENT,03/29/2011 12:00 AM,"13747 FLANAGAN BLVD
Omaha, NE
(41.260689999643944, -95.94059000012828)"
BOYS TOWN VISITORS CTR CAFE,SUPERIOR,11/30/2010 12:00 AM,"13747 FLANAGAN BLVD
Omaha, NE
(41.260689999643944, -95.94059000012828)"
BOYS TOWN WEGNER SCHOOL,SUPERIOR,03/29/2011 12:00 AM,"14124 NORTON DR
Omaha, NE
(41.260689999643944, -95.94059000012828)"
B P O ELKS LDOGE #0039,STANDARD,03/19/2010 12:00 AM,"6310 SO 96TH ST
Omaha, NE
(41.19534565260767, -96.06199733710997)"
BRANDEIS CAFETERIA,EXCELLENT,04/08/2010 12:00 AM,"2400 CASS ST
Omaha, NE
(41.260689999643944, -95.94059000012828)"
BRASS KNOCKER LOUNGE,STANDARD,11/03/2010 12:00 AM,"3012 NO 102 ST
Omaha, NE
(41.28550127620349, -96.07177988234676)"
BRAZEN HEAD IRISH PUB,STANDARD,05/25/2010 12:00 AM,"319 NO 78 ST
Omaha, NE
(41.261813082457124, -96.0366415910175)"
BREAD OVEN (THE),EXCELLENT,03/26/2010 12:00 AM,"5026 UNDERWOOD AVE
Omaha, NE
(41.265136417445, -95.99091489731923)"
BREAD OVEN (THE),STANDARD,06/24/2011 12:00 AM,"1202 SO 119 ST
Omaha, NE
(41.24778177477602, -96.09884228517393)"
BREW BURGERS,EXCELLENT,07/11/2011 12:00 AM,"7515 PACIFIC ST
Omaha, NE
(41.248755524469004, -96.0295257743635)"
BREW BURGERS,STANDARD,04/04/2011 12:00 AM,"4629 SO 108 ST
Omaha, NE
(41.213062296584894, -96.08141369972259)"
BREWSKY'S,EXCELLENT,08/01/2011 12:00 AM,"8528 PARK DR
Omaha, NE
(41.20138799662341, -96.04422103738304)"
BREWSKY'S FOOD & SPIRITS,EXCELLENT,03/07/2011 12:00 AM,"15350 WEIR ST
Omaha, NE
(41.206338497574734, -96.15538956268531)"
BRICKHOUSE TAVERN & TAP,STANDARD,07/25/2011 12:00 AM,"701 NO 102 ST
Omaha, NE
(41.265788015856856, -96.07137905699352)"
BRIX,EXCELLENT,08/02/2011 12:00 AM,"225 NO 170 ST
Omaha, NE
(41.259698682110404, -96.18105918338131)"
BROADMOOR MARKET (THE),EXCELLENT,04/08/2011 12:00 AM,"8722 PACIFIC ST
Omaha, NE
(41.24885617680985, -96.04792710671582)"
BROKEN RAIL INN,STANDARD,04/08/2011 12:00 AM,"4910 NO 16 ST
Omaha, NE
(41.303731943578896, -95.93734231062871)"
BRONCO'S DRIVE IN #0002,EXCELLENT,06/09/2011 12:00 AM,"4540 LEAVENWORTH ST
Omaha, NE
(41.25240763536675, -95.98252424938073)"
BRONCO'S DRIVE IN #0005,EXCELLENT,05/20/2011 12:00 AM,"1123 SO 120 ST
Omaha, NE
(41.24783008623763, -96.10062321826842)"
BROOK PARK LOUNGE,EXCELLENT,05/17/2011 12:00 AM,"3015 NO 90 ST
Omaha, NE
(41.28640200807433, -96.05225767953266)"
BROOKSIDE CAFE,STANDARD,06/02/2011 12:00 AM,"15668 W CENTER RD
Omaha, NE
(41.23404347952845, -96.15928599423967)"
BROTATO'S,STANDARD,06/20/2011 12:00 AM,"14618 W CENTER RD
Omaha, NE
(41.23401195490443, -96.14306003269428)"
BROTHERS LOUNGE 2002,EXCELLENT,05/31/2011 12:00 AM,"3810-12 FARNAM ST
Omaha, NE
(41.260689999643944, -95.94059000012828)"
BROTHERS SEBASTIANS STEAK HOUSE,EXCELLENT,06/28/2011 12:00 AM,"1350 SO 119 ST
Omaha, NE
(41.245973154758794, -96.09861115540802)"
BROWN DERBY INC,FAIR,09/14/2010 12:00 AM,"4036 SO 24 ST
Omaha, NE
(41.21986117112641, -95.94702800888427)"
BROWNELL TALBOT SCHOOL,SUPERIOR,03/17/2011 12:00 AM,"400 NO HAPPY HOLLOW
Omaha, NE
(41.260689999643944, -95.94059000012828)"
BRUEGGER'S BAGEL BAKERY,STANDARD,02/15/2011 12:00 AM,"4015 DODGE ST
Omaha, NE
(41.25964717770262, -95.97419652738944)"
BRUEGGER'S BAGEL BAKERY,EXCELLENT,04/25/2011 12:00 AM,"228 NO 114 ST
Omaha, NE
(41.25981933331423, -96.0910774291775)"
BRUEGGERS BAGEL BAKERY,EXCELLENT,02/07/2011 12:00 AM,"12989 W CENTER RD
Omaha, NE
(41.23397362046956, -96.11679615801184)"
BRYAN SCHOOL CAFETERIA,SUPERIOR,04/27/2011 12:00 AM,"8210 SO 42 ST
Omaha, NE
(41.260689999643944, -95.94059000012828)"
BRYAN SENIOR HIGH,SUPERIOR,05/06/2011 12:00 AM,"4700 GILES RD
Omaha, NE
(41.17632503780603, -95.98437827305965)"
BUCHANAN'S W DODGE AMOCO,EXCELLENT,04/29/2011 12:00 AM,"7911 W DODGE RD
Omaha, NE
(41.26009683871729, -96.03844409316264)"
BUCKS,EXCELLENT,10/19/2010 12:00 AM,"4420 L ST
Omaha, NE
(41.2125676694688, -95.98084251718598)"
BUCKY DEXTER'S,STANDARD,12/29/2010 12:00 AM,"4213-15 SO 84 ST
Omaha, NE
(41.260689999643944, -95.94059000012828)"
BUCKY'S AMOCO,STANDARD,02/24/2010 12:00 AM,"101 N 30 ST
Omaha, NE
(41.259749880278406, -95.9564968860257)"
BUCKY'S AMOCO,EXCELLENT,04/19/2011 12:00 AM,"2223 SO 24 ST
Omaha, NE
(41.238800893063456, -95.94702800888427)"
BUCKY'S AMOCO #32,STANDARD,04/22/2011 12:00 AM,"3909 NO 132 ST
Omaha, NE
(41.29442396057567, -96.11965287240844)"
BUCKY'S EXPRESS,STANDARD,07/11/2011 12:00 AM,"3435 SO 42 ST
Omaha, NE
(41.22755936769721, -95.97585127992335)"
BUCKY'S EXPRESS,STANDARD,09/01/2010 12:00 AM,"6003 CENTER ST
Omaha, NE
(41.23789257781385, -96.00535803570466)"
BUCKY'S EXPRESS,EXCELLENT,11/08/2010 12:00 AM,"4805 SO 108 ST
Omaha, NE
(41.21102083557838, -96.08143168616317)"
BUCKY'S EXPRESS,EXCELLENT,05/02/2011 12:00 AM,"3052 SO 84 ST
Omaha, NE
(41.22946593039933, -96.043120567715)"
BUCKY'S EXPRESS,EXCELLENT,05/12/2011 12:00 AM,"10202 MAPLE ST
Omaha, NE
(41.28524781643874, -96.0708181852127)"
BUCKY'S EXPRESS #13,STANDARD,01/20/2011 12:00 AM,"2765 SO 13TH CT
Omaha, NE
(41.231804167675534, -95.93447347335524)"
BUCKY'S EXPRESS #20,EXCELLENT,02/25/2011 12:00 AM,"2510 SO 132 ST
Omaha, NE
(41.235374476131824, -96.11956294020547)"
BUCKY'S EXPRESS #40,EXCELLENT,05/16/2011 12:00 AM,"107 SO 40 ST
Omaha, NE
(41.259440333635894, -95.973324185021)"
BUCKY'S EXPRESS #61,EXCELLENT,07/05/2011 12:00 AM,"2635 SO 160 ST
Omaha, NE
(41.23491582189689, -96.16505964166777)"
BUCKY'S EXPRESS #72,STANDARD,07/06/2011 12:00 AM,"2901 NO 72 ST
Omaha, NE
(41.28569154367119, -96.02390205594884)"
BUFFALO COMPANY,EXCELLENT,04/21/2011 12:00 AM,"4725 SO 96 ST
Omaha, NE
(41.21138016218149, -96.0621115223173)"
BUFFALO COMPANY,STANDARD,06/25/2010 12:00 AM,"417 SADDLE CREEK RD
Omaha, NE
(41.26317832346732, -95.98049535095622)"
BUFFALO WILD WINGS,EXCELLENT,05/03/2011 12:00 AM,"4287 SO 144 ST
Omaha, NE
(41.21550277777304, -96.13857216657112)"
BUFFALO WILD WINGS,EXCELLENT,03/17/2010 12:00 AM,"4875 L ST
Omaha, NE
(41.212473376604784, -95.98802147119794)"
BUFFALO WILD WINGS,EXCELLENT,01/12/2010 12:00 AM,"205 NO 76 ST
Omaha, NE
(41.260724302240746, -96.03139123778051)"
BUFFALO WILD WINGS,EXCELLENT,03/31/2011 12:00 AM,"14615 W MAPLE RD
Omaha, NE
(41.292085723299465, -96.14215390958151)"
BUFFALO WINGS & RINGS,EXCELLENT,07/22/2011 12:00 AM,"12240 L ST
Omaha, NE
(41.212630622010806, -96.10487701146701)"
BUFFETT MIDDLE SCHOOL,SUPERIOR,05/05/2011 12:00 AM,"14101 LARIMORE AVE
Omaha, NE
(41.302354332721286, -96.13549664644341)"
BURGER KING,EXCELLENT,03/15/2011 12:00 AM,"4900 L ST
Omaha, NE
(41.21252270336731, -95.98869359850175)"
BURGER KING,EXCELLENT,02/02/2010 12:00 AM,"5222 SO 138 ST
Omaha, NE
(41.2041859881557, -96.12918568591897)"
BURGER KING,EXCELLENT,03/06/2010 12:00 AM,"7640 DODGE ST
Omaha, NE
(41.2596921438041, -96.03240064912575)"
BURGER KING,EXCELLENT,03/08/2010 12:00 AM,"4460 DODGE ST
Omaha, NE
(41.25975595980498, -95.9816119771142)"
BURGER KING,EXCELLENT,03/11/2010 12:00 AM,"2912 DODGE ST
Omaha, NE
(41.25972811668527, -95.95557156816261)"
BURGER KING,EXCELLENT,04/09/2010 12:00 AM,"10000 CALIFORNIA ST
Omaha, NE
(41.264523028662666, -96.06701102755102)"
BURGER KING,EXCELLENT,04/19/2010 12:00 AM,"1902 NO 72 ST
Omaha, NE
(41.276779262360776, -96.02389306272858)"
BURGER KING,EXCELLENT,01/20/2011 12:00 AM,"3001 SO 144 ST
Omaha, NE
(41.229154416997, -96.1383808984178)"
BURGER KING,EXCELLENT,02/17/2011 12:00 AM,"4404 NO 60 ST
Omaha, NE
(41.29847090970753, -96.00470153062327)"
BURGER KING,EXCELLENT,02/22/2011 12:00 AM,"695 NO 204 AVE
Omaha, NE
(41.260689999643944, -95.94059000012828)"
BURGER KING,EXCELLENT,02/22/2011 12:00 AM,"13750 W MAPLE RD
Omaha, NE
(41.29216666228211, -96.1273600621995)"
BURGER KING,EXCELLENT,02/23/2011 12:00 AM,"2615 SO 177 ST
Omaha, NE
(41.23562168085079, -96.19134411798899)"
BURGER KING,EXCELLENT,03/07/2011 12:00 AM,"2319 SO 13 ST
Omaha, NE
(41.237047215106315, -95.93334032759833)"
BURGER KING,EXCELLENT,03/07/2011 12:00 AM,"4313 SO 24 ST
Omaha, NE
(41.21719917791967, -95.9470370021046)"
BURGER KING,EXCELLENT,03/09/2011 12:00 AM,"7307 JONES
Omaha, NE
(41.25425937528831, -96.02448121081642)"
BURGER KING,EXCELLENT,03/10/2011 12:00 AM,"4202 D ST
Omaha, NE
(41.22149793721974, -95.97597718500742)"
BURGER KING,EXCELLENT,03/28/2011 12:00 AM,"4502 NO 30 ST
Omaha, NE
(41.300242574105255, -95.95653384273396)"
BURGER KING,EXCELLENT,04/04/2011 12:00 AM,"7205 ONTARIO ST
Omaha, NE
(41.22686688973465, -96.02490030340135)"
BURGER KING,EXCELLENT,04/11/2011 12:00 AM,"7606 NO 30 ST
Omaha, NE
(41.32884149712503, -95.95838186751705)"
BURGER KING,EXCELLENT,04/15/2011 12:00 AM,"11325 W DODGE RD
Omaha, NE
(41.26295668277044, -96.08996625222125)"
BURGER KING,EXCELLENT,05/10/2011 12:00 AM,"330 NO 168 CIR
Omaha, NE
(41.26104845777341, -96.17712291903361)"
BURGER KING,EXCELLENT,05/20/2011 12:00 AM,"11940 W CENTER RD
Omaha, NE
(41.23452012020397, -96.10001167928851)"
BURGER KING,EXCELLENT,05/23/2011 12:00 AM,"5049 SO 108 ST
Omaha, NE
(41.208178977965815, -96.08142269294285)"
BURGER KING,EXCELLENT,06/06/2011 12:00 AM,"10706 EMMET
Omaha, NE
(41.2896968195784, -96.08031746928823)"
BURGER KING,EXCELLENT,06/22/2011 12:00 AM,"3222 NO 90 ST
Omaha, NE
(41.28870427246932, -96.05276129986908)"
BURGER KING,EXCELLENT,06/28/2011 12:00 AM,"5155 CENTER ST
Omaha, NE
(41.241067184577275, -95.99434134084578)"
BURGER KING,EXCELLENT,07/06/2011 12:00 AM,"6602 NO 99 ST
Omaha, NE
(41.31832794011444, -96.06566657098955)"
BURGER KING,EXCELLENT,07/13/2011 12:00 AM,"6406 NO 72 ST
Omaha, NE
(41.31724875367928, -96.02397400171117)"
BURGER KING,EXCELLENT,03/24/2011 12:00 AM,"14404 W CENTER RD
Omaha, NE
(41.233899588003794, -96.13943795705302)"
BURGER STAR,STANDARD,04/07/2011 12:00 AM,"1222 SO 71 ST
Omaha, NE
(41.247483802749684, -96.02241914444785)"
BURKE'S OF BALLYSHANNON,EXCELLENT,03/18/2011 12:00 AM,"6117 MAPLE ST
Omaha, NE
(41.28499906570863, -96.00793908992875)"
BURKE SR HIGH SCHOOL,SUPERIOR,04/22/2011 12:00 AM,"12200 DODGE ST
Omaha, NE
(41.260689999643944, -95.94059000012828)"
CABANA COFFEE @ QWEST,STANDARD,06/20/2011 12:00 AM,"455 NO 10 ST
Omaha, NE
(41.26319184990429, -95.92917846964345)"
CADDY SHACK (THE),EXCELLENT,05/13/2011 12:00 AM,"2076 NO 117 AVE
Omaha, NE
(41.27838087632386, -96.09830364943933)"
CAFÉ ANNIE'S,STANDARD,03/25/2011 12:00 AM,"16909 LAKESIDE HILLS PLZ
Omaha, NE
(41.23611192019587, -96.17801887210999)"
CAFÉ ANNIE'S,EXCELLENT,03/05/2010 12:00 AM,"351 NO 78 ST
Omaha, NE
(41.262415302939296, -96.03705764468295)"
CAFÉ L,STANDARD,06/21/2011 12:00 AM,"4741 SO 96 ST
Omaha, NE
(41.211226306168726, -96.06210814086646)"
CAFFEINE DREAMS COFFEE & TEA,EXCELLENT,02/16/2011 12:00 AM,"4524 FARNAM ST
Omaha, NE
(41.25777658788172, -95.98257820870253)"
CAJUN KITCHEN,EXCELLENT,03/10/2011 12:00 AM,"2819 NO 30 ST
Omaha, NE
(41.28481020808243, -95.95657880883545)"
CAKE GALLERY (THE),FAIR,05/18/2011 12:00 AM,"8247 HASCALL ST
Omaha, NE
(41.23020310246583, -96.0408102602124)"
CAKERY (THE),EXCELLENT,02/03/2011 12:00 AM,"10817 PRAIRIE BROOK
Omaha, NE
(41.260689999643944, -95.94059000012828)"
CALIFORNIA BAR PACKAGE,STANDARD,05/18/2010 12:00 AM,"510-12 NO 33 ST
Omaha, NE
(41.260689999643944, -95.94059000012828)"
CALIFORNIA TACO'S & MORE,STANDARD,04/07/2010 12:00 AM,"3235 CALIFORNIA ST
Omaha, NE
(41.26471528925004, -95.96043790266339)"
CAMELOT FRIENDSHIP CENTER,EXCELLENT,08/01/2011 12:00 AM,"9270 CADY AVE
Omaha, NE
(41.28020567929241, -96.05669133713712)"
CAMP FIRE USA,EXCELLENT,07/06/2011 12:00 AM,"2566 ST MARY'S AVE
Omaha, NE
(41.25373863197012, -95.94959107666779)"
CANDLELIGHT LOUNGE,EXCELLENT,05/23/2011 12:00 AM,"5031 GROVER ST
Omaha, NE
(41.22691488236452, -95.9913129787994)"
CANDYOPOLIS,STANDARD,07/28/2011 12:00 AM,"10000 CALIFORNIA ST
Omaha, NE
(41.264523028662666, -96.06701102755102)"
CANDYOPOLIS,EXCELLENT,03/18/2011 12:00 AM,"3001 SO 144 ST STE B11
Omaha, NE
(41.229154416997, -96.1383808984178)"
CANDY WRAPPERS,EXCELLENT,06/07/2011 12:00 AM,"2718 SO 123 CT
Omaha, NE
(41.23340519959865, -96.10575030676333)"
CANIGLIAS VENICE INN,FAIR,04/27/2011 12:00 AM,"6920 PACIFIC ST
Omaha, NE
(41.24874739470749, -96.02118610342035)"
CANTEEN CO OF OMAHA,STANDARD,04/18/2011 12:00 AM,"8926 J STREET
Omaha, NE
(41.21549132952282, -96.04996828818325)"
CANTINA LEREDO #133,STANDARD,01/04/2011 12:00 AM,"120 SO 31 AVE STE 5107
Omaha, NE
(41.25929595643524, -95.9592227781842)"
CANTON HOUSE,STANDARD,06/29/2011 12:00 AM,"4849 NO 90 ST
Omaha, NE
(41.303462146970105, -96.05207781512684)"
CAPITAL LOUNGE & SUPPER CLUB,STANDARD,06/01/2011 12:00 AM,"1011 CAPITAL AVE
Omaha, NE
(41.26055349935761, -95.92935912062481)"
CAPPY'S,FAIR,02/09/2011 12:00 AM,"5059 SO 108 ST
Omaha, NE
(41.20664113729572, -96.08143168616317)"
CARIBBEAN DELIGHTS,EXCELLENT,04/13/2011 12:00 AM,"2304 NO 72 ST
Omaha, NE
(41.279665388043924, -96.02396645502732)"
CARLISLE HOTEL,STANDARD,02/02/2011 12:00 AM,"10909 M ST
Omaha, NE
(41.211929150827984, -96.08418361157283)"
CARLOS O'KELLY'S,EXCELLENT,05/17/2011 12:00 AM,"12930 W MAPLE ST
Omaha, NE
(41.292379650389414, -96.11565720472392)"
CARNICERIA EL PUEBUTO,FAIR,08/24/2010 12:00 AM,"5023 SO 24 ST
Omaha, NE
(41.2079626227725, -95.9469867792448)"
CARNICERIA LA HIDALGUENSE,EXCELLENT,09/21/2010 12:00 AM,"3302 Q ST
Omaha, NE
(41.205454032217006, -95.96297298846378)"
CARNICERIA MEXICO,STANDARD,03/24/2010 12:00 AM,"3912-14 Q ST
Omaha, NE
(41.260689999643944, -95.94059000012828)"
CAROL HOTEL,FAIR,08/02/2011 12:00 AM,"4888 SO 118 ST
Omaha, NE
(41.20935708982421, -96.09880658776922)"
CARRABBA'S ITALIAN GRILL,EXCELLENT,06/15/2011 12:00 AM,"14520 W MAPLE RD
Omaha, NE
(41.292265587705344, -96.14075996043607)"
CASA BELLA PIZZA,EXCELLENT,05/09/2011 12:00 AM,"302 SO 16 ST
Omaha, NE
(41.25751976169005, -95.9372533587132)"
CASA DE ORO FOODS,EXCELLENT,05/02/2011 12:00 AM,"4433 SO 94 ST
Omaha, NE
(41.21606603216276, -96.05873279814364)"
CASCIO'S STEAK HOUSE,STANDARD,05/03/2011 12:00 AM,"1620 SO 10 ST
Omaha, NE
(41.24311763880411, -95.92937431744912)"
CASEY'S GENERAL STORE,STANDARD,05/03/2011 12:00 AM,"1202 SO 13 ST
Omaha, NE
(41.24779411335646, -95.933268381836)"
CASEY'S GENERAL STORE,STANDARD,12/29/2010 12:00 AM,"15275 WEIR PLZ
Omaha, NE
(41.206271197815596, -96.1546175406157)"
CASEY'S GENERAL STORE,STANDARD,12/29/2010 12:00 AM,"5120 SO 118 ST
Omaha, NE
(41.20603859153607, -96.09857276404165)"
CASS GAS N SHOP,STANDARD,06/16/2010 12:00 AM,"503 NO 33 ST
Omaha, NE
(41.26369412683448, -95.96153407321691)"
CASTELAR ELEMENTARY,SUPERIOR,06/29/2011 12:00 AM,"2316 SO 18 ST
Omaha, NE
(41.23798368647872, -95.93976244543708)"
CASTLE BARRETT,STANDARD,03/11/2011 12:00 AM,"4330 LEAVENWORTH ST
Omaha, NE
(41.25239864214649, -95.97851327313009)"
CATEGORY ONE GIFT & GOURMET,EXCELLENT,05/20/2011 12:00 AM,"10922 PRAIRIE BROOK
Omaha, NE
(41.260689999643944, -95.94059000012828)"
